ID	FC	
Lias	-0.12	
Apln	-0.12	
Rpl37a	-0.12	
MGC95210	-0.12	
Dap	-0.12	
LOC687780	-0.12	
Dexi	-0.12	
Usp25	-0.12	
AC135409.1	-0.12	
AABR07002969.1	-0.12	
Bckdhb	-0.12	
Ass1	-0.12	
Tln1	-0.12	
Bach2	-0.12	
Med28	-0.12	
Fam173a	-0.12	
Mustn1	-0.12	
Rtl8a	-0.12	
Cebpd	-0.12	
Sik1	-0.12	
AABR07054979.1	-0.12	
Chst14	-0.12	
Zbtb40	-0.12	
Fam110a	-0.12	
Dpysl5	-0.12	
Marveld1	-0.12	
Coq4	-0.12	
Papln	-0.12	
Rnf38	-0.12	
LOC501406	-0.12	
LOC108348215	-0.12	
Dnajc1	-0.12	
Fgfr1op	-0.12	
Il1rap	-0.12	
Grip2	-0.12	
Clpx	-0.12	
Gimap5	-0.12	
Atpaf2	-0.12	
Dzip1l	-0.12	
Trim14	-0.12	
Guca2a	-0.12	
Sspo	-0.12	
Ccdc51	-0.12	
Gstz1	-0.12	
Set	-0.12	
Gfpt2	-0.12	
Spc25	-0.12	
Tmem254	-0.12	
Erbb2	-0.12	
Plscr1	-0.12	
mrpl9	-0.12	
Pgr	-0.12	
Enpp6	-0.12	
Glmn	-0.12	
AABR07002065.1	-0.12	
Plin4	-0.12	
Fnta	-0.12	
Flrt1	-0.12	
Cpxm1	-0.12	
Ice2	-0.12	
Pex7	-0.12	
Cd74	-0.12	
AABR07026536.1	-0.12	
Pla2g15	-0.12	
Bcl6b	-0.12	
Tp53bp2	-0.12	
Cbx1	-0.12	
Creld2	-0.12	
Cdk2	-0.12	
Htr3a	-0.12	
Ccdc40	-0.12	
Cln8	-0.12	
Kcnj16	-0.12	
Sec11c	-0.12	
Nr2f6	-0.12	
Tp53i13	-0.12	
Amotl2	-0.12	
Gins4	-0.12	
Lgmn	-0.12	
AABR07065406.1	-0.12	
Rpl29	-0.12	
Fuca1	-0.12	
Guf1	-0.12	
Pcdhb6	-0.12	
Sema6a	-0.12	
Bmp1	-0.12	
RGD1562339	-0.12	
Calcoco1	-0.12	
Nod1	-0.12	
Vegfb	-0.12	
Ttc21b	-0.12	
Lcmt1	-0.12	
Ercc6l2	-0.12	
B4galt2	-0.12	
Lima1	-0.12	
Phf21a	-0.12	
Mfap3l	-0.12	
Ccdc148	-0.12	
Egfl7	-0.12	
Dpf2	-0.12	
Plxnc1	-0.12	
Pmvk	-0.12	
LOC100911886	-0.12	
Plat	-0.12	
Ubn2	-0.12	
Tmeff2	-0.12	
Xkr6	-0.12	
Rab31	-0.12	
Nkapd1	-0.12	
Elk3	-0.12	
AABR07048031.1	-0.12	
Gpr137b	-0.12	
C1qtnf5	-0.12	
Ripor3	-0.12	
Prpf3	-0.12	
Zcrb1	-0.12	
Tmprss11f	-0.12	
Gjb6	-0.12	
Nrsn2	-0.12	
Nid2	-0.12	
Foxe1	-0.12	
Fis1	-0.12	
AC094217.1	-0.12	
Emilin1	-0.12	
AABR07031740.1	-0.12	
Ramp1	-0.12	
Kctd9	-0.12	
Pex11g	-0.12	
Tbx1	-0.12	
Rab3b	-0.12	
Zfp575	-0.12	
Cradd	-0.12	
Zcchc7	-0.12	
Itprid2	-0.12	
Vcam1	-0.12	
Mapk4	-0.12	
AABR07030823.1	-0.12	
LOC102556347	-0.12	
Spi1	-0.12	
Slc44a5	-0.12	
Ctrc	-0.12	
Dmpk	-0.12	
Gabra5	-0.12	
Poll	-0.12	
Tnfrsf1a	-0.12	
Acot2	-0.12	
Mospd3	-0.12	
Bcar3	-0.12	
Ssbp1	-0.12	
Mir568	-0.12	
Rmi1	-0.13	
Mcm5	-0.13	
RF00099	-0.13	
Dhrs4	-0.13	
AABR07053580.1	-0.13	
Patl1	-0.13	
Mxd4	-0.13	
Casq1	-0.13	
AABR07064873.1	-0.13	
Pkib	-0.13	
Ppm1b	-0.13	
Lasp1	-0.13	
Eif3l	-0.13	
Elovl7	-0.13	
Rcc1	-0.13	
Rasl10b	-0.13	
Jsrp1	-0.13	
Dclre1c	-0.13	
RGD1565844	-0.13	
Rnaseh2b	-0.13	
Gata2	-0.13	
Vav3	-0.13	
Fndc5	-0.13	
Gsap	-0.13	
Dbr1	-0.13	
Zfp516	-0.13	
Glce	-0.13	
Plod3	-0.13	
Prmt5	-0.13	
Scarb2	-0.13	
Trim62	-0.13	
AC120486.1	-0.13	
Dnmt3b	-0.13	
AABR07022022.1	-0.13	
Sik2	-0.13	
Sema4d	-0.13	
LOC102555038	-0.13	
AABR07011698.1	-0.13	
Mt3	-0.13	
Lsm10	-0.13	
AC242953.1	-0.13	
Faap20	-0.13	
Odaph	-0.13	
Fam98c	-0.13	
Arhgap17	-0.13	
Mpv17l	-0.13	
Snrnp35	-0.13	
Plcb2	-0.13	
Kctd18	-0.13	
Cntn5	-0.13	
Scnm1	-0.13	
Fcna	-0.13	
Ciao2b	-0.13	
Slc4a2	-0.13	
Stab1	-0.13	
Zfp136	-0.13	
Ctdsp2	-0.13	
Rpl19	-0.13	
Myocd	-0.13	
Grk4	-0.13	
Tmem126a	-0.13	
RGD1561671	-0.13	
AABR07027545.1	-0.13	
Mis12	-0.13	
Rpl18	-0.13	
Inava	-0.13	
Dnajc2	-0.13	
Cd47	-0.13	
LOC498555	-0.13	
Itpr1	-0.13	
Pacs2	-0.13	
Itgb1	-0.13	
Fstl1	-0.13	
Gtf3c3	-0.13	
Prxl2b	-0.13	
Klf13	-0.13	
AABR07058615.1	-0.13	
Phlda1	-0.13	
Cenpv	-0.13	
Ttc9b	-0.13	
AABR07005031.1	-0.13	
Lrp10	-0.13	
Ccdc90b	-0.13	
Pqlc2	-0.13	
Hadh	-0.13	
Harbi1	-0.13	
Gtf2h5	-0.13	
Cd53	-0.13	
Msantd3	-0.13	
Axl	-0.13	
Adcy2	-0.13	
Pdcd2	-0.13	
Tpm4	-0.13	
Arl6ip6	-0.13	
Mthfsd	-0.13	
Afap1l2	-0.13	
Prdx6	-0.13	
Sertad4	-0.13	
Oxtr	-0.13	
AC111319.2	-0.13	
Ccdc117	-0.13	
Rab33b	-0.13	
RT1-CE5	-0.13	
Sfxn5	-0.13	
AABR07039303.3	-0.13	
Ddx41	-0.13	
Sult5a1	-0.13	
Rab33a	-0.13	
Snrpn	-0.13	
LOC300249	-0.13	
AABR07018244.1	-0.13	
Mrpl1	-0.13	
Traf7	-0.13	
Fxyd1	-0.13	
Micall1	-0.13	
Psme2	-0.13	
Ctf1	-0.13	
AABR07042733.2	-0.13	
Pdia4	-0.13	
Rps3a	-0.13	
RGD1564308	-0.13	
Zfp267	-0.13	
Ppip5k2	-0.13	
AC141489.1	-0.13	
Afm	-0.13	
Neurl1	-0.13	
Rnf165	-0.13	
Ccnyl1	-0.13	
Ttc7a	-0.13	
Mex3b	-0.13	
Cox6a1	-0.13	
Fyn	-0.13	
Tmem268	-0.13	
Lix1	-0.13	
Map4	-0.13	
Neto2	-0.13	
Katna1	-0.13	
Zfp617	-0.13	
Wnt7b	-0.13	
Mvp	-0.13	
Wfdc1	-0.13	
Rcbtb2	-0.13	
Med21	-0.13	
AABR07006311.1	-0.13	
Wif1	-0.13	
Shpk	-0.13	
Gabrd	-0.13	
Tmc5	-0.13	
AABR07037436.1	-0.13	
LOC103693776	-0.13	
Nfe2l2	-0.13	
Amigo2	-0.13	
Cdc26	-0.13	
AABR07030590.1	-0.13	
Ccdc80	-0.13	
Amhr2	-0.13	
Tusc2	-0.13	
Ppm1f	-0.13	
Atp1a4	-0.13	
AABR07015081.2	-0.13	
Maf	-0.13	
Galnt7	-0.13	
Bcl7b	-0.13	
Gad2	-0.13	
Zbtb43	-0.13	
Scarb1	-0.13	
Cbx5	-0.13	
Btbd11	-0.13	
Mt-co1	-0.13	
Fam155b	-0.13	
Laptm4a	-0.13	
Oaz2	-0.13	
Endou	-0.13	
AC128792.2	-0.13	
AC108576.1	-0.13	
Pex13	-0.13	
AY172581.24	-0.13	
Gpr45	-0.13	
Ulk3	-0.13	
Atp6v0e1	-0.13	
N4bp2l1	-0.13	
Cav2	-0.13	
AABR07030529.1	-0.13	
Scube3	-0.13	
Marcksl1	-0.13	
Idh2	-0.13	
Igsf10	-0.13	
Slc6a1	-0.13	
Btg3	-0.13	
Sh3tc1	-0.13	
Ndufa4l2	-0.13	
Map3k10	-0.13	
Tab2	-0.13	
Prrx1	-0.13	
Arid5a	-0.13	
Lrrc6	-0.13	
LOC688815	-0.13	
Mob1a	-0.13	
Mt-nd1	-0.13	
AABR07017999.1	-0.13	
Snrpd1	-0.13	
Mrpl49	-0.13	
Tmem100	-0.13	
Gsdmd	-0.13	
Hepacam	-0.13	
Cfap43	-0.13	
Prkra	-0.13	
Nsg1	-0.13	
LOC288913	-0.13	
Rbm41	-0.13	
AABR07072261.1	-0.13	
Tmem215	-0.14	
Rps23	-0.14	
Mcmdc2	-0.14	
AABR07068728.1	-0.14	
Sarnp	-0.14	
Hspb6	-0.14	
LOC100360841	-0.14	
Rfc2	-0.14	
Tmem132c	-0.14	
Amt	-0.14	
LOC100909912	-0.14	
Rpp25	-0.14	
AC120594.1	-0.14	
Efna4	-0.14	
Slc15a4	-0.14	
Il34	-0.14	
Gmppa	-0.14	
Vwc2l	-0.14	
AABR07046628.1	-0.14	
Irf2bp1	-0.14	
Akain1	-0.14	
Med6	-0.14	
Gstk1	-0.14	
Mettl4	-0.14	
Etnk2	-0.14	
AABR07008016.1	-0.14	
Egln1	-0.14	
Sergef	-0.14	
AABR07047089.1	-0.14	
Dbndd2	-0.14	
Tprn	-0.14	
Slc17a8	-0.14	
Dtx3l	-0.14	
Gli2	-0.14	
Hmgn2	-0.14	
Cdhr2	-0.14	
Tmtc2	-0.14	
LOC102552527	-0.14	
Ankrd6	-0.14	
Acr	-0.14	
Dner	-0.14	
Shc3	-0.14	
Ash2l	-0.14	
Slc17a5	-0.14	
AABR07062033.1	-0.14	
Polr2i	-0.14	
Epas1	-0.14	
AABR07039303.4	-0.14	
Ccnd1	-0.14	
Vps25	-0.14	
Rpl41	-0.14	
Afap1l1	-0.14	
Gnai2	-0.14	
Rps3	-0.14	
Sec1	-0.14	
Plekhh1	-0.14	
Kif5a	-0.14	
Ushbp1	-0.14	
Cyb5rl	-0.14	
Tmem170a	-0.14	
Il18	-0.14	
Zfp879	-0.14	
Plpp3	-0.14	
Atp1a2	-0.14	
LOC108348106	-0.14	
Eef1a1	-0.14	
Ppcdc	-0.14	
Homez	-0.14	
Acer1	-0.14	
Chst2	-0.14	
Taf13	-0.14	
Wipi1	-0.14	
Aacs	-0.14	
Desi1	-0.14	
Ccni	-0.14	
Emc8	-0.14	
LOC500475	-0.14	
Igsf11	-0.14	
Cog6	-0.14	
Syt9	-0.14	
Zfp867	-0.14	
Zfp426	-0.14	
Eml2	-0.14	
Clec4a3	-0.14	
Ivns1abp	-0.14	
Fstl3	-0.14	
LOC100359574	-0.14	
Dusp7	-0.14	
Tpp1	-0.14	
Cdk4	-0.14	
Mrm2	-0.14	
Tfr2	-0.14	
Cptp	-0.14	
Chrna2	-0.14	
Rassf3	-0.14	
Piga	-0.14	
LOC100362980	-0.14	
AC119603.1	-0.14	
Dalrd3	-0.14	
Gdpd5	-0.14	
Usp54	-0.14	
AABR07049060.1	-0.14	
LOC103694872	-0.14	
Upf3b	-0.14	
AABR07011996.1	-0.14	
Snrpe	-0.14	
E2f6	-0.14	
Brdt	-0.14	
Kcnip1	-0.14	
AABR07012795.1	-0.14	
Bcs1l	-0.14	
Yif1a	-0.14	
Gpn1	-0.14	
Tax1bp3	-0.14	
Fyb1	-0.14	
Rer1	-0.14	
Usp27x	-0.14	
Per1	-0.14	
Tspan12	-0.14	
Dhrs9	-0.14	
Pcdhb2	-0.14	
Hapln2	-0.14	
Ddit3	-0.14	
Carmil1	-0.14	
Tmem270	-0.14	
Pcdha4	-0.14	
Vopp1	-0.14	
Kirrel2	-0.14	
Sat2	-0.14	
Bspry	-0.14	
Fam169b	-0.14	
Chd1l	-0.14	
Asf1a	-0.14	
Nrbp2	-0.14	
Abhd15	-0.14	
Psme4	-0.14	
AABR07043748.2	-0.14	
Col26a1	-0.14	
Fam89a	-0.14	
Cmpk1	-0.14	
Arhgef3	-0.14	
Vamp3	-0.14	
Vwc2	-0.14	
LOC103689945	-0.14	
Foxo6	-0.14	
Ankrd61	-0.14	
Agrp	-0.14	
Mrvi1	-0.14	
Faf2	-0.14	
Tmpo	-0.14	
Mxi1	-0.14	
Asrgl1	-0.14	
Ltbp3	-0.14	
Cux2	-0.14	
Ccdc86	-0.14	
AABR07018078.1	-0.14	
Klhl8	-0.14	
Fosb	-0.14	
Tnk1	-0.14	
Ctnnal1	-0.14	
Slc31a2	-0.14	
0	-0.14	
Myo1d	-0.14	
Gramd1c	-0.14	
Abhd12	-0.14	
RT1-N3	-0.14	
AABR07043429.2	-0.14	
Zup1	-0.14	
Timm10b	-0.14	
Ctnnbip1	-0.14	
L3mbtl1	-0.14	
AABR07028795.2	-0.14	
Smim18	-0.14	
Havcr2	-0.14	
Chic2	-0.15	
AABR07039210.2	-0.15	
Trak2	-0.15	
Kcnk9	-0.15	
Usp29	-0.15	
Vegfa	-0.15	
Sez6	-0.15	
AC121204.1	-0.15	
Timmdc1	-0.15	
Pnp	-0.15	
Mb21d2	-0.15	
Rps21	-0.15	
Dennd5a	-0.15	
Med11	-0.15	
RGD1563680	-0.15	
Wnt2b	-0.15	
AABR07051485.1	-0.15	
Mmd2	-0.15	
Col11a2	-0.15	
Syf2	-0.15	
Slc25a20	-0.15	
Pdgfra	-0.15	
Ipmk	-0.15	
Enpp4	-0.15	
Aldoc	-0.15	
Osgep	-0.15	
LOC103694863	-0.15	
Slc25a1	-0.15	
Lpar4	-0.15	
Prpf38a	-0.15	
Tfcp2l1	-0.15	
Dvl2	-0.15	
Nrtn	-0.15	
As3mt	-0.15	
Cdh13	-0.15	
Olfm2	-0.15	
Htra3	-0.15	
RF00181	-0.15	
Adam32	-0.15	
Wipf1	-0.15	
Exosc1	-0.15	
Fzd2	-0.15	
Dok2	-0.15	
Ctxn2	-0.15	
Rrp8	-0.15	
Pcgf5	-0.15	
Fpgs	-0.15	
Esco2	-0.15	
Tst	-0.15	
Tmprss5	-0.15	
Rgs13	-0.15	
Pycr3	-0.15	
Krt28	-0.15	
Lrch1	-0.15	
AABR07034657.1	-0.15	
Atp7a	-0.15	
Fkbp9	-0.15	
Tubg1	-0.15	
AABR07019083.1	-0.15	
Cntrl	-0.15	
Arhgef4	-0.15	
Qrsl1	-0.15	
AABR07058360.1	-0.15	
RGD1307461	-0.15	
Cd1d1	-0.15	
Zfp606	-0.15	
LOC103690821	-0.15	
Fsd2	-0.15	
AC093965.1	-0.15	
Ftsj1	-0.15	
Plekhj1	-0.15	
Rin2	-0.15	
Actr5	-0.15	
Retreg3	-0.15	
Crym	-0.15	
RGD1305178	-0.15	
AABR07039461.1	-0.15	
AABR07035782.1	-0.15	
Asb14	-0.15	
Slc16a11	-0.15	
LOC688672	-0.15	
Tmbim1	-0.15	
Lmnb1	-0.15	
Car8	-0.15	
Vsig10	-0.15	
AABR07047694.1	-0.15	
Tsc22d3	-0.15	
Crhbp	-0.15	
Fhdc1	-0.15	
Pls1	-0.15	
Prex1	-0.15	
Hsdl2	-0.15	
AABR07035428.2	-0.15	
Sgca	-0.15	
Mss51	-0.15	
AABR07025358.1	-0.15	
Pdgfa	-0.15	
Id3	-0.15	
Arpp21	-0.15	
Tmc8	-0.15	
Ptrh2	-0.15	
Pdlim5	-0.15	
Hes6	-0.15	
Psmb9	-0.15	
Chga	-0.15	
Gins2	-0.15	
Mfge8	-0.15	
Utp15	-0.15	
Foxm1	-0.15	
Snx21	-0.15	
AABR07053500.1	-0.15	
Hdhd3	-0.15	
Slc15a1	-0.15	
Bcl2	-0.15	
Spsb4	-0.15	
Angpt2	-0.15	
Eif4a3	-0.15	
Kcnk3	-0.15	
Zfp473	-0.15	
LOC100363452	-0.15	
Pxdc1	-0.15	
Rsl1d1	-0.15	
Pgm1	-0.15	
Sec14l5	-0.15	
Slc6a9	-0.15	
Pip5k1b	-0.15	
Rpl26	-0.15	
Hacd1	-0.15	
Fzd9	-0.15	
Tns2	-0.15	
Ypel1	-0.15	
Atad2	-0.15	
Nnt	-0.15	
Golga7	-0.15	
Zfp707	-0.15	
AC097784.1	-0.15	
RGD1560523	-0.15	
AABR07021384.1	-0.15	
LOC100364457	-0.15	
Pdrg1	-0.15	
Sox2	-0.15	
Dap3	-0.15	
RF00181	-0.15	
Coq3	-0.15	
Il12a	-0.15	
Cd82	-0.15	
Cep57l1	-0.15	
Sv2c	-0.15	
Zbtb10	-0.15	
Rgl3	-0.15	
Stxbp3	-0.15	
Pmepa1	-0.15	
Gpx8	-0.15	
Zfp82	-0.15	
Stat5b	-0.15	
Ctnna1	-0.15	
Plod1	-0.15	
Grin2d	-0.15	
Fam171a1	-0.15	
Tcte1	-0.15	
Cmbl	-0.15	
St6galnac3	-0.15	
Gpbp1l1	-0.15	
Rpl30	-0.15	
Eif2ak2	-0.15	
Lyrm9	-0.15	
Csnk1g2	-0.15	
AABR07014885.1	-0.15	
Anxa5	-0.15	
Mcart1	-0.15	
Dyrk2	-0.15	
Lyl1	-0.15	
Purg	-0.15	
Aven	-0.15	
Kbtbd8	-0.15	
Fbxo6	-0.16	
Scp2	-0.16	
Dusp22	-0.16	
Npy1r	-0.16	
Mtmr11	-0.16	
RF00015	-0.16	
Ifi44	-0.16	
Ucp2	-0.16	
AABR07028013.1	-0.16	
Relt	-0.16	
Ptpro	-0.16	
Cited4	-0.16	
Usf2	-0.16	
Plcd1	-0.16	
Tmem39a	-0.16	
Hunk	-0.16	
Nfatc3	-0.16	
Abhd14b	-0.16	
Evc	-0.16	
Wnt5b	-0.16	
Sult1a1	-0.16	
AABR07031533.3	-0.16	
Rpl36	-0.16	
Knl1	-0.16	
Ccdc158	-0.16	
AABR07039037.1	-0.16	
Timm21	-0.16	
Tgfbr3l	-0.16	
Cacng7	-0.16	
Fam210b	-0.16	
LOC100360791	-0.16	
LOC102546864	-0.16	
Cenpb	-0.16	
RGD1559821	-0.16	
Dbi	-0.16	
Evc2	-0.16	
LOC108351936	-0.16	
Gimap6	-0.16	
Cacna2d2	-0.16	
Rims2	-0.16	
Arfgap3	-0.16	
AABR07043720.1	-0.16	
Bcl7c	-0.16	
L3hypdh	-0.16	
Nkd1	-0.16	
Epha3	-0.16	
Agtr1a	-0.16	
Lrrn1	-0.16	
Arhgef39	-0.16	
Tril	-0.16	
Cfap52	-0.16	
Asphd1	-0.16	
AABR07059159.1	-0.16	
Vwa3b	-0.16	
Dnah12	-0.16	
Gpr183	-0.16	
Rpl27a	-0.16	
Cyp20a1	-0.16	
Rps27	-0.16	
Zfp143	-0.16	
Josd2	-0.16	
AABR07007026.1	-0.16	
Klhdc7a	-0.16	
Mpzl1	-0.16	
Hacl1	-0.16	
Lamp2	-0.16	
Tfeb	-0.16	
RGD1311345	-0.16	
Sirt2	-0.16	
RGD1565367	-0.16	
Synpr	-0.16	
Decr1	-0.16	
Col6a5	-0.16	
AC135310.2	-0.16	
Phldb1	-0.16	
Spata24	-0.16	
Ezh2	-0.16	
Iba57	-0.16	
Gsta3	-0.16	
Plekho2	-0.16	
Reep3	-0.16	
Csk	-0.16	
Pla2g16	-0.16	
Trim13	-0.16	
Uxt	-0.16	
Emp3	-0.16	
Carns1	-0.16	
Ttpa	-0.16	
Ptbp1	-0.16	
Adcyap1	-0.16	
Ebpl	-0.16	
Lrp2	-0.16	
Foxred2	-0.16	
AABR07035780.1	-0.16	
Egfl6	-0.16	
Flt4	-0.16	
Cyp4f6	-0.16	
Trmt10b	-0.16	
Osbpl5	-0.16	
Golm1	-0.16	
Adcyap1r1	-0.16	
Psmg1	-0.16	
Glipr1	-0.16	
Mettl1	-0.16	
Hsd17b4	-0.16	
Rps15a	-0.16	
Gli4	-0.16	
Naxe	-0.16	
Phyhipl	-0.16	
Cxcl12	-0.16	
Sqor	-0.16	
AC126292.2	-0.16	
AC141377.2	-0.16	
Gbp7	-0.16	
Rmdn1	-0.16	
Fmnl2	-0.16	
Trpv6	-0.16	
Ddx28	-0.16	
LOC108348108	-0.16	
0	-0.16	
Gja1	-0.16	
Cdc42ep1	-0.16	
Ptger3	-0.16	
Ctsz	-0.16	
Slc14a1	-0.16	
Slc46a1	-0.16	
Pim3	-0.16	
Ttc30b	-0.16	
Paqr7	-0.16	
Midn	-0.16	
Acsbg1	-0.16	
Tpbg	-0.16	
Plekha4	-0.16	
Pigh	-0.16	
B3gnt9	-0.16	
Lef1	-0.16	
0	-0.16	
Ache	-0.16	
AABR07021871.1	-0.16	
Ctsl	-0.16	
AABR07026002.1	-0.16	
LOC683422	-0.16	
Fzd10	-0.16	
Nsun4	-0.16	
RGD1564664	-0.16	
Hip1	-0.17	
Prss50	-0.17	
Sec24d	-0.17	
Zmym1	-0.17	
Zfp579	-0.17	
Ndufaf8	-0.17	
Zdhhc9	-0.17	
Chdh	-0.17	
Cxcr4	-0.17	
AC109037.1	-0.17	
Sertm1	-0.17	
Tert	-0.17	
AABR07056013.1	-0.17	
Clip3	-0.17	
Tmcc2	-0.17	
Cntd1	-0.17	
Sim2	-0.17	
Ubald2	-0.17	
Irx6	-0.17	
Cyb5r2	-0.17	
Ptges3l	-0.17	
RT1-T24-4	-0.17	
Cldn15	-0.17	
Ccdc83	-0.17	
Ppfibp2	-0.17	
Dnase2	-0.17	
Zmynd19	-0.17	
AABR07035780.2	-0.17	
AABR07067499.1	-0.17	
Klc4	-0.17	
Clic1	-0.17	
Med8	-0.17	
Ankrd35	-0.17	
Nr2c1	-0.17	
Npepo	-0.17	
Slc22a13	-0.17	
LOC100910540	-0.17	
Pcdh17	-0.17	
Sema3b	-0.17	
Cfap53	-0.17	
Serpinb9	-0.17	
LOC108348118	-0.17	
Gldc	-0.17	
Sys1	-0.17	
AABR07015006.1	-0.17	
Coq7	-0.17	
Rasgrp2	-0.17	
Acot4	-0.17	
Cd320	-0.17	
Scd	-0.17	
Pam16	-0.17	
Scand1	-0.17	
Pde3b	-0.17	
Fgl2	-0.17	
Mir23b	-0.17	
Ttll13	-0.17	
Zfp597	-0.17	
Mfsd8	-0.17	
Rps18l1	-0.17	
AABR07054469.1	-0.17	
Dnah6	-0.17	
Zfp668	-0.17	
Rab9a	-0.17	
Igfbp2	-0.17	
Bloc1s2	-0.17	
AABR07070603.1	-0.17	
Dcbld1	-0.17	
Sulf2	-0.17	
Kank3	-0.17	
Prtfdc1	-0.17	
LOC108348128	-0.17	
AABR07028995.2	-0.17	
Hhex	-0.17	
Rasip1	-0.17	
Parp9	-0.17	
Pcp4l1	-0.17	
Rasl10a	-0.17	
Clu	-0.17	
Gna13	-0.17	
LOC103692167	-0.17	
Kdm1b	-0.17	
Bak1	-0.17	
Ntm	-0.17	
AABR07042077.1	-0.17	
Acadl	-0.17	
Jund	-0.17	
Ormdl2	-0.17	
Akt2	-0.17	
Gkap1	-0.17	
G0s2	-0.17	
Mettl9	-0.17	
Ptp4a3	-0.17	
Foxn3	-0.17	
Cysrt1	-0.17	
RGD1359108	-0.17	
Manf	-0.17	
Cfap126	-0.17	
Apobec1	-0.17	
Gapdhs	-0.17	
Tmem198b	-0.17	
Hs6st3	-0.17	
Gpr89b	-0.17	
Lrp4	-0.17	
Cdkn1a	-0.17	
Ifitm2	-0.17	
Sec61a1	-0.17	
Mthfd2l	-0.17	
Rfc3	-0.17	
P3h4	-0.17	
Tmem206	-0.17	
Angptl4	-0.17	
Mpst	-0.17	
AABR07002848.1	-0.17	
AABR07055146.1	-0.17	
Vax2	-0.17	
Mum1l1	-0.17	
Gstm1	-0.17	
Myh6	-0.17	
Cd81	-0.17	
Mypn	-0.17	
Vav2	-0.17	
F2r	-0.17	
Kiss1r	-0.17	
Nrip1	-0.17	
Anapc10	-0.17	
Rtel1	-0.17	
Nfs1	-0.17	
Rims3	-0.17	
Hist1h1c	-0.17	
Prdx1	-0.17	
Tcirg1	-0.17	
Nol3	-0.17	
Btd	-0.17	
LOC100910807	-0.17	
Sgo1	-0.17	
Borcs8	-0.17	
Rnf43	-0.17	
Cryga	-0.17	
Dusp19	-0.17	
Tp53inp2	-0.17	
Enho	-0.17	
AABR07060862.1	-0.17	
LOC100360449	-0.17	
Appl2	-0.17	
Pcdhb20	-0.17	
Rmdn3	-0.17	
Nectin1	-0.17	
Cdk2ap2	-0.17	
Lyz2	-0.17	
AC130391.3	-0.17	
Tsen15	-0.17	
Wscd1	-0.18	
Acadvl	-0.18	
Orai3	-0.18	
Pdzd7	-0.18	
LOC367195	-0.18	
Serpina11	-0.18	
Mcee	-0.18	
Pcdhb7	-0.18	
AABR07053741.1	-0.18	
Eng	-0.18	
Bend5	-0.18	
Htr2a	-0.18	
Prss36	-0.18	
Gbe1	-0.18	
LOC100362344	-0.18	
Myh7	-0.18	
Cbln2	-0.18	
Cdkn2aip	-0.18	
Arhgap42	-0.18	
RGD1559575	-0.18	
AABR07039447.1	-0.18	
AABR07013729.1	-0.18	
Kcng4	-0.18	
Zfyve19	-0.18	
Avpr1b	-0.18	
Hrh1	-0.18	
Heatr5a	-0.18	
AABR07027272.1	-0.18	
Wdr89	-0.18	
Alox5	-0.18	
Gtf2ird1	-0.18	
Entpd2	-0.18	
Aanat	-0.18	
Cst3	-0.18	
Slc39a5	-0.18	
Gmnn	-0.18	
Tsta3	-0.18	
Sts	-0.18	
Tie1	-0.18	
LOC100911486	-0.18	
Dnajc19	-0.18	
LOC691807	-0.18	
Ppp1r3c	-0.18	
Fam241b	-0.18	
Cited2	-0.18	
Sem1	-0.18	
Asic2	-0.18	
Slc52a3	-0.18	
Ttc12	-0.18	
Rex1bd	-0.18	
Lgals1	-0.18	
Phf7	-0.18	
Tmem121	-0.18	
Slc48a1	-0.18	
LOC683897	-0.18	
Nova1	-0.18	
Zfp286a	-0.18	
Rabep2	-0.18	
Cmtm3	-0.18	
Gpr17	-0.18	
RGD1565033	-0.18	
Dscc1	-0.18	
Mt-nd4	-0.18	
Insm2	-0.18	
Kcnip3	-0.18	
Entpd3	-0.18	
Slc39a1	-0.18	
AY172581.19	-0.18	
Lnp1	-0.18	
St14	-0.18	
Rubcnl	-0.18	
Olfml1	-0.18	
Odf2l	-0.18	
Hapln1	-0.18	
AABR07069219.1	-0.18	
Pde8b	-0.18	
AABR07027137.1	-0.18	
Icam2	-0.18	
Isg20	-0.18	
Pi16	-0.18	
Mapk12	-0.18	
Phlda2	-0.18	
Wdr34	-0.18	
AABR07008030.1	-0.18	
Tbccd1	-0.18	
Dusp16	-0.18	
Dhrs7	-0.18	
Abca1	-0.18	
Tlr2	-0.18	
Fndc9	-0.18	
Slc10a7	-0.18	
AABR07066818.1	-0.18	
AABR07061825.2	-0.18	
Samd1	-0.18	
Inafm1	-0.18	
Ss18	-0.18	
Tsnaxip1	-0.18	
Cmc4	-0.18	
AABR07006685.1	-0.18	
LOC102546716	-0.18	
AABR07052430.1	-0.18	
Thsd7b	-0.18	
Mmp15	-0.18	
Mettl27	-0.18	
AABR07038019.1	-0.18	
Myorg	-0.18	
Akr1c14	-0.18	
AABR07028816.1	-0.18	
Car1	-0.18	
S100b	-0.18	
Banp	-0.18	
Ppl	-0.18	
Pald1	-0.18	
Nudcd2	-0.18	
Rps19	-0.18	
Zscan2	-0.18	
Pold4	-0.18	
Pld2	-0.18	
Npepl1	-0.18	
AABR07071935.1	-0.18	
Sema3d	-0.18	
Helb	-0.18	
Sycp2	-0.18	
RGD1564613	-0.18	
Ppp1r3g	-0.18	
Npc1	-0.18	
Parp2	-0.18	
Dram2	-0.18	
Tsen34	-0.18	
Cd63	-0.18	
Spag5	-0.18	
