ID	FC
LOC498122	-0.13
Nr1h3	-0.13
Adamts18	-0.13
RF00056	-0.13
Pin1	-0.13
Chst3	-0.13
Man2a2	-0.13
Pcdhga8	-0.13
Tmem214	-0.13
Ptms	-0.13
Mpp3	-0.13
Lrrc4b	-0.13
Atp5po	-0.13
Kdm7a	-0.13
Dbndd2	-0.13
Alk	-0.13
Guk1	-0.13
Sppl2b	-0.13
Iqsec3	-0.13
Acat1	-0.13
Slc35b2	-0.13
Tmco6	-0.13
Micu1	-0.13
Psmb5	-0.13
Agap2	-0.13
Zswim4	-0.13
Nubp2	-0.13
Nabp2	-0.13
Gtse1	-0.13
Htra3	-0.13
Thbd	-0.13
Rpl36a	-0.13
Sbno2	-0.13
Baz1a	-0.13
Proser2	-0.13
Pafah2	-0.13
Fxyd7	-0.13
AABR07035818.1	-0.13
Abhd17a	-0.13
AC126292.2	-0.13
Epc1	-0.13
Ubash3b	-0.13
Jakmip1	-0.13
RGD1308750	-0.13
C1qtnf6	-0.13
Sult5a1	-0.13
Mybpc2	-0.13
Cubn	-0.13
AABR07010563.1	-0.13
RF00156	-0.13
Ptch2	-0.13
Cacna2d3	-0.13
Ranbp10	-0.13
Spsb3	-0.13
Baalc	-0.13
Nek6	-0.13
Akr1a1	-0.13
Rnf157	-0.13
Slc7a5	-0.13
Ptpdc1	-0.13
Cherp	-0.13
Bahd1	-0.13
Hypk	-0.13
Syn3	-0.13
Rtraf	-0.13
Elavl3	-0.13
Cat	-0.13
Kremen1	-0.13
Radil	-0.13
Rhbdl1	-0.13
Scap	-0.13
Gmppa	-0.13
Arhgap31	-0.13
Zfp326	-0.13
Fam126a	-0.13
Bles03	-0.13
Usp5	-0.13
Dtwd1	-0.13
Vars	-0.13
Nr4a3	-0.13
Rasl11b	-0.13
Mrpl40	-0.13
G4	-0.13
Ccdc136	-0.13
Nagpa	-0.13
Tomm34	-0.13
Gpc3	-0.13
Cox6a1	-0.13
Mpp2	-0.13
Per1	-0.13
AABR07030598.1	-0.13
RF00580	-0.13
RF00601	-0.13
Cyfip1	-0.13
Camkk2	-0.13
Capn1	-0.13
Fam13c	-0.13
Dync1i1	-0.13
Enoph1	-0.13
Ephx4	-0.13
Rasgef1a	-0.13
Plcd1	-0.13
Eepd1	-0.13
Xkr4	-0.13
Cntfr	-0.13
Matn4	-0.13
Dpf3	-0.13
Trmo	-0.13
Fzd9	-0.13
Dctn4	-0.13
Rasl10b	-0.13
Rtfdc1	-0.13
0	-0.13
Rtl6	-0.13
Rere	-0.13
Bach1	-0.13
Ube2q1	-0.13
Fxyd1	-0.13
Pcyt1b	-0.13
Aldoa	-0.13
Coa3	-0.13
Peak1	-0.13
Ptprf	-0.13
Clu	-0.13
Nacc1	-0.13
C1s	-0.13
Plppr2	-0.13
Rab40c	-0.13
Adsl	-0.13
AABR07052430.1	-0.13
Nr2c2	-0.13
Tubgcp6	-0.13
Tsc1	-0.13
Tcta	-0.13
Riox1	-0.13
Akain1	-0.13
Pycr3	-0.13
Cwc25	-0.13
Med12	-0.13
Mical2	-0.13
Gng7	-0.13
Adcy3	-0.13
Ep400	-0.13
AABR07007916.1	-0.13
Ninl	-0.13
Ighmbp2	-0.13
AC139391.1	-0.13
Susd1	-0.13
Traf3	-0.14
Slc6a1	-0.14
NEWGENE_6497122	-0.14
Abca2	-0.14
Lmo2	-0.14
Ccs	-0.14
Srf	-0.14
Cox10	-0.14
RF00181	-0.14
Mmp15	-0.14
Gfap	-0.14
Atf7ip	-0.14
Pde10a	-0.14
Lsm3	-0.14
Parp2	-0.14
Otof	-0.14
AABR07015881.1	-0.14
AABR07008066.2	-0.14
Brinp2	-0.14
RGD1560015	-0.14
Kntc1	-0.14
Nacc2	-0.14
Atpaf2	-0.14
Ndufb5	-0.14
Carmil2	-0.14
Ap2a1	-0.14
AABR07073039.1	-0.14
Kmt5a	-0.14
Mink1	-0.14
Cfap298	-0.14
AC114446.1	-0.14
Tma7	-0.14
Kcnh3	-0.14
AABR07018087.1	-0.14
Uqcrh	-0.14
Tes	-0.14
Tsr3	-0.14
Dhx34	-0.14
Smarcd1	-0.14
Fst	-0.14
Ckap2	-0.14
Pcdhga7	-0.14
Pdgfb	-0.14
Cd82	-0.14
Bcar1	-0.14
Usf3	-0.14
Lysmd4	-0.14
AABR07058422.1	-0.14
St6galnac4	-0.14
Tbrg1	-0.14
Clptm1l	-0.14
Stx1b	-0.14
Irf3	-0.14
Rgs12	-0.14
Slc35f2	-0.14
Aldh1a1	-0.14
RGD1560289	-0.14
Sprtn	-0.14
Atp5f1c	-0.14
Ocel1	-0.14
Cactin	-0.14
Nek9	-0.14
Trpm4	-0.14
RGD1559896	-0.14
Dok5	-0.14
Galnt18	-0.14
Gpr176	-0.14
Tomm40l	-0.14
Ndufa5	-0.14
Trmt10a	-0.14
Iars	-0.14
Acp2	-0.14
Smtn	-0.14
Optc	-0.14
E2f2	-0.14
Gjb1	-0.14
Cln3	-0.14
Thra	-0.14
AABR07061178.1	-0.14
Cdk5r1	-0.14
Tmem159	-0.14
Hey2	-0.14
Champ1	-0.14
Commd4	-0.14
Dclk3	-0.14
Clpp	-0.14
Ciart	-0.14
Tarsl2	-0.14
Slc15a4	-0.14
Lrrn2	-0.14
Bin1	-0.14
Strc	-0.14
Smg9	-0.14
Ssc4d	-0.14
Cmtm3	-0.14
Tmem173	-0.14
Ext1	-0.14
Dgkq	-0.14
Mgrn1	-0.14
Lrfn4	-0.14
Zfp787	-0.14
Med8	-0.14
Kif21b	-0.14
Card14	-0.14
Zfpl1	-0.14
Sil1	-0.14
Top3a	-0.14
AABR07005031.1	-0.14
Psmd10	-0.14
Ctps1	-0.14
Pbxip1	-0.14
Mcf2l	-0.14
Timm13	-0.14
Rpl18a	-0.14
Cacna1e	-0.14
Pafah1b3	-0.14
Msn	-0.14
Smarca4	-0.14
Arhgap33	-0.14
Mypop	-0.14
Fbxo6	-0.14
AABR07037356.1	-0.14
Zdhhc8	-0.14
RGD1310819	-0.14
Cdk5r2	-0.14
Esrra	-0.14
Chaf1a	-0.14
Pcdhgb4	-0.14
Rspo2	-0.14
Mitd1	-0.14
Cd320	-0.14
Cavin1	-0.14
Ubap2	-0.14
Pcyt2	-0.14
Tor1aip2	-0.14
AABR07057250.1	-0.14
Ly6g5b	-0.14
RF02271	-0.14
Prom2	-0.14
Abca12	-0.14
Arhgap28	-0.14
Stat2	-0.14
AABR07017825.7	-0.14
Polg2	-0.14
_	-0.14
Rps15	-0.14
Gprin2	-0.14
Apoc1	-0.14
Grk6	-0.14
Klhl26	-0.14
Tjap1	-0.14
Zfp385a	-0.14
Slc27a4	-0.14
Prag1	-0.14
E2f4	-0.14
Dhodh	-0.14
Nup93	-0.14
Sfxn5	-0.14
Tatdn2	-0.14
Kndc1	-0.14
Jag2	-0.14
Flrt2	-0.14
Scn1b	-0.14
Gstk1	-0.14
Mrps15	-0.14
Pgr	-0.14
Hivep2	-0.14
Adipor2	-0.14
Rbfox2	-0.14
RGD1562420	-0.14
Lsm10	-0.14
Fgfbp3	-0.14
Necab2	-0.14
Pth2r	-0.14
Pik3r2	-0.14
Mvd	-0.14
Dpp3	-0.14
Cacnb3	-0.14
Cox6b1	-0.14
Slco1c1	-0.14
Psmg3	-0.14
Cdan1	-0.14
Dpp7	-0.14
Tp53inp2	-0.14
Ctxn1	-0.14
Maea	-0.14
Letm1	-0.14
Iscu	-0.14
Yif1a	-0.14
Ydjc	-0.14
Zyg11b	-0.14
Znhit2	-0.14
Unc13a	-0.14
Zfp414	-0.14
Nefm	-0.14
AABR07062570.1	-0.14
Farsa	-0.14
Txndc5	-0.14
Ifitm2	-0.14
AABR07002945.1	-0.14
Grina	-0.14
Doc2b	-0.14
Gcnt2	-0.14
Uqcr11	-0.14
Vamp5	-0.14
LOC685619	-0.14
Cep85l	-0.14
Riok2	-0.14
Plbd2	-0.14
Adam23	-0.14
AABR07071765.1	-0.14
Alkbh6	-0.14
Tp53rk	-0.14
Kctd15	-0.14
Irf8	-0.14
Gart	-0.14
Taf4	-0.14
Srebf1	-0.14
Mapkap1	-0.14
Trim13	-0.14
Olfml3	-0.14
LOC103690026	-0.14
Rdh12	-0.14
Rnf121	-0.14
Sp110	-0.14
Gpr137	-0.14
Lrrc24	-0.14
Puf60	-0.14
Zfand3	-0.14
Pes1	-0.14
Slc6a13	-0.14
Cobll1	-0.14
Ints10	-0.14
Fam131c	-0.14
Atp6v0c	-0.14
Rerg	-0.14
Fam102b	-0.14
Stat3	-0.14
Tgm2	-0.14
Ssh1	-0.14
Gpx8	-0.14
Tsc2	-0.14
Rabac1	-0.14
Wdr89	-0.14
Spock1	-0.14
Cry2	-0.14
Tuba1c	-0.14
AABR07044389.1	-0.14
Tut7	-0.14
Ddx49	-0.14
Pcnx3	-0.15
Jade3	-0.15
Rapgef5	-0.15
Tmem115	-0.15
Trir	-0.15
Ahcyl2	-0.15
Tmem132e	-0.15
Osbpl5	-0.15
Dedd	-0.15
Wdr25	-0.15
Spsb2	-0.15
Tcf15	-0.15
AABR07008420.1	-0.15
Tubb4a	-0.15
Scn7a	-0.15
Sectm1a	-0.15
RF00405	-0.15
RF00045	-0.15
Larp1	-0.15
Fam189b	-0.15
LOC103693563	-0.15
Abcc10	-0.15
Rplp0	-0.15
Adamts10	-0.15
Mcm7	-0.15
Gpc4	-0.15
Slc7a1	-0.15
Wdr45b	-0.15
Mzf1	-0.15
Mmp24	-0.15
Sgip1	-0.15
Rab11b	-0.15
Mcmbp	-0.15
Nfam1	-0.15
Mov10	-0.15
Ostm1	-0.15
Etfb	-0.15
Prelid3b	-0.15
Glb1	-0.15
Bicra	-0.15
Mast2	-0.15
Nts	-0.15
Klhl35	-0.15
Slc25a22	-0.15
Chrm4	-0.15
Lamb3	-0.15
Mapkapk2	-0.15
Ttyh3	-0.15
Resp18	-0.15
Ncor2	-0.15
Ift43	-0.15
Pou3f1	-0.15
Gas1	-0.15
Ralgds	-0.15
Ndufa8	-0.15
Ttc5	-0.15
Lrp10	-0.15
Ptafr	-0.15
Frmpd1	-0.15
RGD1562608	-0.15
RGD1560065	-0.15
Timp2	-0.15
Snrnp35	-0.15
Eri1	-0.15
Rpp38	-0.15
Naxd	-0.15
Prss36	-0.15
Rplp2	-0.15
Col16a1	-0.15
Cic	-0.15
Shroom4	-0.15
RGD1359290	-0.15
Mycbp	-0.15
Npdc1	-0.15
Txn2	-0.15
Cdca4	-0.15
AABR07002945.2	-0.15
Ptprg	-0.15
LOC100912604	-0.15
LOC100911440	-0.15
Flad1	-0.15
Fam193b	-0.15
AABR07063279.1	-0.15
Palmd	-0.15
AC109958.1	-0.15
Dear	-0.15
RF00066	-0.15
Fras1	-0.15
Paqr9	-0.15
Fiz1	-0.15
Slc35e1	-0.15
Ndst1	-0.15
Zfp672	-0.15
Rph3a	-0.15
Naa40	-0.15
Slc46a3	-0.15
Akap13	-0.15
Ogfrl1	-0.15
Trib2	-0.15
Hspa2	-0.15
LOC102553828	-0.15
Glyctk	-0.15
Tbc1d10b	-0.15
Asap3	-0.15
Prrt1	-0.15
LOC100909441	-0.15
Chac1	-0.15
Rps6ka2	-0.15
Ripor2	-0.15
Efnb2	-0.15
Myt1	-0.15
Fchsd1	-0.15
Tnr	-0.15
Scly	-0.15
Lzts1	-0.15
Tle1	-0.15
Dcaf11	-0.15
Scrg1	-0.15
Naprt	-0.15
Fzd1	-0.15
AABR07062799.2	-0.15
Ece1	-0.15
Tmem132c	-0.15
AABR07026957.1	-0.15
Senp1	-0.15
Tfr2	-0.15
Recql4	-0.15
Hic1	-0.15
Wdr18	-0.15
AABR07035317.2	-0.15
A2m	-0.15
Ggt7	-0.15
Tti2	-0.15
Pde2a	-0.15
Krt23	-0.15
Tas1r3	-0.15
Rhbdl2	-0.15
Tcaf2	-0.15
Jsrp1	-0.15
Mir21	-0.15
LOC103693854	-0.15
Clec1a	-0.15
AABR07051431.1	-0.15
AABR07028009.1	-0.15
Sox11	-0.15
Naa38	-0.15
Gprin3	-0.15
Kcnh2	-0.15
Dhdds	-0.15
Eps8	-0.15
LOC108348106	-0.15
Tert	-0.15
Dusp10	-0.15
Actl6b	-0.15
LOC100910875	-0.15
Id1	-0.15
Calb1	-0.15
LOC100911796	-0.15
Arhgef19	-0.15
Tmem242	-0.15
Evi5l	-0.15
Fasn	-0.15
Tpgs2	-0.15
Tbl3	-0.15
Fbxl20	-0.15
Cep120	-0.15
Cenpn	-0.15
Smco4	-0.15
Mvk	-0.15
Col5a1	-0.15
Kcnh4	-0.15
Hip1r	-0.15
Vezt	-0.15
Fkbp1b	-0.15
Plod1	-0.15
Lyrm7	-0.15
Dip2c	-0.15
Rbms2	-0.15
Spata33	-0.15
AABR07071661.1	-0.15
Slc7a4	-0.15
Nsmaf	-0.15
Vps72	-0.15
Ybx1-ps3	-0.15
Tpsg1	-0.15
LOC103690137	-0.15
LOC103694878	-0.15
Psmb2	-0.15
Ndufa2	-0.15
Ndufb3	-0.15
Shd	-0.15
Igsf9	-0.15
Dcxr	-0.15
Flt4	-0.15
Rpl28	-0.15
Cfap74	-0.15
Ss18l1	-0.15
Actn4	-0.15
Prr14l	-0.15
Car7	-0.15
Srm	-0.15
Ccdc96	-0.15
Ccdc28a	-0.15
Pfkl	-0.15
Mrpl14	-0.15
Zfp213	-0.15
Usp2	-0.15
Gpatch3	-0.15
Tradd	-0.15
LOC100909913	-0.15
Slc6a17	-0.15
Hdac1	-0.15
Mrpl4	-0.15
Nt5m	-0.15
Bzw2	-0.15
Nup188	-0.15
Tnfrsf4	-0.15
Rasgrp4	-0.15
Bckdk	-0.15
Cx3cr1	-0.15
Ddx47	-0.15
Bin2	-0.15
Ube2g2	-0.15
Shpk	-0.15
Dzip1l	-0.15
Dcaf17	-0.15
Asns	-0.15
Ufsp1	-0.15
Tspyl5	-0.15
Phb	-0.15
Celf4	-0.15
Acap3	-0.15
Atp13a2	-0.15
Evc	-0.15
Phldb2	-0.16
Atp13a5	-0.16
Arrdc1	-0.16
Cnksr3	-0.16
Mtmr14	-0.16
Zbtb47	-0.16
Efhd2	-0.16
Anapc5	-0.16
Myl6	-0.16
Sobp	-0.16
Wdr31	-0.16
Camk1g	-0.16
Garnl3	-0.16
Emd	-0.16
Zfp219	-0.16
Foxp4	-0.16
Lrrc61	-0.16
Lurap1l	-0.16
Haus1	-0.16
Lrrc4	-0.16
Pah	-0.16
Taldo1	-0.16
Fhl4	-0.16
Ccdc81	-0.16
Krt18	-0.16
Slit1	-0.16
Nr3c2	-0.16
Wdr70	-0.16
Ocm2	-0.16
LOC100361067	-0.16
Dlk1	-0.16
Ccdc130	-0.16
Slc25a42	-0.16
Rpp25l	-0.16
AABR07058410.1	-0.16
Trim69	-0.16
Tbc1d10c	-0.16
AABR07021573.2	-0.16
LOC302576	-0.16
Bcl2l15	-0.16
Fam160a1	-0.16
Sall4	-0.16
AABR07057675.1	-0.16
Nup62cl	-0.16
AABR07045086.1	-0.16
Zgpat	-0.16
LOC103689975	-0.16
Mrrf	-0.16
Arhgap39	-0.16
Exosc5	-0.16
Tars	-0.16
Tlr6	-0.16
Dennd2c	-0.16
Art3	-0.16
Cluap1	-0.16
LOC100911575	-0.16
Csnk1e	-0.16
Jmjd7	-0.16
Scyl1	-0.16
Cbx1	-0.16
Ak4	-0.16
Sephs2	-0.16
Tmem250	-0.16
Flt3lg	-0.16
Fabp7	-0.16
Mus81	-0.16
Ift20	-0.16
Usp16	-0.16
Chga	-0.16
Itga7	-0.16
Cradd	-0.16
AABR07004703.1	-0.16
Ttc1	-0.16
Adamts12	-0.16
Cenpv	-0.16
LOC108351520	-0.16
Dtna	-0.16
Snrnp48	-0.16
Bcar3	-0.16
H2afy	-0.16
AABR07002848.1	-0.16
Ubl7	-0.16
Atp5f1d	-0.16
Foxk1	-0.16
Prss55	-0.16
Mvp	-0.16
Adprhl2	-0.16
Gpr27	-0.16
Atg9a	-0.16
Fam174b	-0.16
Sap130	-0.16
Hcn4	-0.16
Caln1	-0.16
Ell2	-0.16
Mthfd1l	-0.16
Grk3	-0.16
Fam98a	-0.16
Ipmk	-0.16
Sdhaf1	-0.16
AABR07044570.1	-0.16
Col26a1	-0.16
Cass4	-0.16
Kctd13	-0.16
LOC108348128	-0.16
Vangl2	-0.16
Kpna2	-0.16
Grin2b	-0.16
Lsp1	-0.16
Mt2A	-0.16
Cdk5rap2	-0.16
RT1-CE7	-0.16
Sec61b	-0.16
Cndp1	-0.16
Heyl	-0.16
Coro1a	-0.16
Map1lc3a	-0.16
Klhdc9	-0.16
Dnajc1	-0.16
Glis2	-0.16
AABR07045058.1	-0.16
Slc25a30	-0.16
Ranbp17	-0.16
Csdc2	-0.16
Nrarp	-0.16
Mfap2	-0.16
Prodh2	-0.16
Tmem229b	-0.16
Fam169b	-0.16
Lrrc17	-0.16
AABR07063459.1	-0.16
Ppargc1a	-0.16
Grik4	-0.16
Syt16	-0.16
Rpl29	-0.16
Dhx35	-0.16
AABR07035098.1	-0.16
Oxtr	-0.16
Wnt5b	-0.16
Arhgap27	-0.16
Abcc6	-0.16
Klhl18	-0.16
Zap70	-0.16
Nxt2	-0.16
Ppidl1	-0.16
LOC102550577	-0.16
Cemip2	-0.16
Bach2	-0.16
Mrpl49	-0.16
LOC498265	-0.16
Pdp2	-0.16
Klhl21	-0.16
Fam222a	-0.16
Rabl3	-0.16
Dtx3	-0.16
Tmem51	-0.16
Ssc5d	-0.16
Scg2	-0.16
LOC103692169	-0.16
Tmem94	-0.16
Fgfrl1	-0.16
Capn12	-0.16
Tmbim1	-0.16
Kdm2b	-0.16
AABR07002065.1	-0.16
AC119332.1	-0.16
Prr7	-0.16
AABR07033720.1	-0.16
Lgi2	-0.16
Kcnv1	-0.16
AABR07012081.1	-0.16
AABR07018504.1	-0.16
Desi1	-0.16
Surf6	-0.16
AABR07025358.1	-0.16
Slc35a4	-0.16
Qtrt2	-0.16
Cstf1	-0.16
Cdr2l	-0.16
Tal1	-0.16
Rffl	-0.16
Gpn3	-0.16
Hyal2	-0.16
AABR07030823.1	-0.16
RGD1306556	-0.16
Fbxl2	-0.16
AABR07018244.1	-0.16
AABR07016578.3	-0.16
LOC300249	-0.16
Map4	-0.16
Cep135	-0.16
Cyp4f6	-0.16
Frmd8	-0.16
Prdm15	-0.16
Abcc2	-0.16
Kcnj4	-0.16
Map3k9	-0.16
Slitrk2	-0.16
LOC102551683	-0.16
Thop1	-0.16
Cx3cl1	-0.16
Dcp1b	-0.16
Pdap1	-0.16
Rab8a	-0.16
Dusp4	-0.16
Chst11	-0.16
Fam129c	-0.16
Eng	-0.17
Ap1s1	-0.17
AABR07066693.1	-0.17
Ptpn5	-0.17
Helb	-0.17
Acta2	-0.17
Pold2	-0.17
Rgs8	-0.17
Pick1	-0.17
Shisa5	-0.17
Mpi	-0.17
Acr	-0.17
H2afj	-0.17
Slc37a2	-0.17
Mafg	-0.17
AABR07051518.1	-0.17
Apoe	-0.17
Snx21	-0.17
Tnnc2	-0.17
Ggcx	-0.17
Ttc9b	-0.17
Acot7	-0.17
Pacrgl	-0.17
AC096239.3	-0.17
Taf10	-0.17
Rgs14	-0.17
Npas1	-0.17
Pde7a	-0.17
Dnajb12	-0.17
Egr1	-0.17
0	-0.17
AABR07004746.1	-0.17
Slit2	-0.17
Mrps33	-0.17
RGD1559786	-0.17
Avpi1	-0.17
Fam160a2	-0.17
Mien1	-0.17
AC096239.2	-0.17
Wsb2	-0.17
Fcgbp	-0.17
Pcyox1l	-0.17
Cacng8	-0.17
Tbc1d8b	-0.17
Map3k7cl	-0.17
Slirp	-0.17
Akt1s1	-0.17
Eme2	-0.17
Fam207a	-0.17
AABR07066818.1	-0.17
Lamc3	-0.17
Agbl2	-0.17
AABR07049626.1	-0.17
Ncapg	-0.17
Cfap70	-0.17
Tpmt	-0.17
Myh11	-0.17
Arntl	-0.17
Ptpn23	-0.17
RGD1309534	-0.17
Ksr1	-0.17
Mrpl19	-0.17
Pramef8	-0.17
Ubxn1	-0.17
Tor1aip2	-0.17
Homez	-0.17
Zfp455	-0.17
Gnas	-0.17
Ttll9	-0.17
Pgs1	-0.17
Ddr2	-0.17
Sstr4	-0.17
Trim47	-0.17
Prr13	-0.17
Borcs6	-0.17
Plxdc2	-0.17
Adam15	-0.17
Bag3	-0.17
Ndufs7	-0.17
RGD1311739	-0.17
Szrd1	-0.17
Trip6	-0.17
Arpc3	-0.17
LOC108348323	-0.17
Adora3	-0.17
LOC103689941	-0.17
RT1-M6-1	-0.17
AABR07035802.1	-0.17
Atg4d	-0.17
Rai2	-0.17
Asxl1	-0.17
AABR07049821.2	-0.17
Tmem39a	-0.17
Stmn3	-0.17
Exoc3l4	-0.17
Fbn2	-0.17
AABR07028816.1	-0.17
Pcdhga6	-0.17
Gpd1	-0.17
Frrs1l	-0.17
Fbln2	-0.17
Gnai1	-0.17
Spon1	-0.17
Tmem120b	-0.17
Igsf6	-0.17
LOC108348771	-0.17
Caap1	-0.17
Telo2	-0.17
Mettl6	-0.17
Pc	-0.17
AABR07053185.1	-0.17
Ext2	-0.17
Otulin	-0.17
Galnt10	-0.17
Kcnj15	-0.17
Spata18	-0.17
Cacna2d4	-0.17
Ska1	-0.17
Alx3	-0.17
Lgals7	-0.17
Clec18a	-0.17
Ckap2l	-0.17
Lax1	-0.17
AC096317.1	-0.17
AABR07039153.1	-0.17
AABR07054286.1	-0.17
AABR07051399.1	-0.17
RF00600	-0.17
Chic2	-0.17
Ptpre	-0.17
Wscd1	-0.17
Jag1	-0.17
Ace2	-0.17
Slc25a39	-0.17
Grin2a	-0.17
Lypla2	-0.17
Lsm4	-0.17
Rras	-0.17
Begain	-0.17
Tchp	-0.17
Dynlrb1	-0.17
Fbll1	-0.17
Ints7	-0.17
Tkfc	-0.17
Odf3	-0.17
Abhd2	-0.17
LOC103694875	-0.17
Rtn4rl1	-0.17
Stc1	-0.17
Dnajb5	-0.17
Lonp1	-0.17
Tceal8	-0.17
Tacc3	-0.17
Des	-0.17
Ccdc102a	-0.17
Ost4	-0.17
Ripk3	-0.17
Ntn5	-0.17
Scn11a	-0.17
RF00015	-0.17
Abcg3l3	-0.17
Tmco4	-0.17
Car4	-0.17
Tmem189	-0.17
Dmac2	-0.17
Smim29	-0.17
Paox	-0.17
Rps16	-0.17
Eif5a	-0.17
Wnk2	-0.17
Abhd1	-0.17
Syngap1	-0.17
Acsl5	-0.17
Wipf3	-0.17
Ears2	-0.17
Adh5	-0.17
AABR07039037.1	-0.17
Glrx	-0.18
Pabpc5	-0.18
Artn	-0.18
Adm	-0.18
Clk2	-0.18
Tmem204	-0.18
AABR07017159.1	-0.18
AABR07026483.1	-0.18
Mak16	-0.18
Vtn	-0.18
RGD1305455	-0.18
Apbb2	-0.18
Higd1b	-0.18
Pdk4	-0.18
Cdpf1	-0.18
Utp23	-0.18
LOC100362176	-0.18
Ror1	-0.18
Unc119	-0.18
Samd4b	-0.18
Tuft1	-0.18
Cc2d1b	-0.18
Plekhg4	-0.18
Epha2	-0.18
Fam156b	-0.18
AC099089.1	-0.18
Lrrc32	-0.18
Parp1	-0.18
Slc25a38	-0.18
Tubb6	-0.18
Gys1	-0.18
Notch3	-0.18
LOC108349606	-0.18
Pcdh9	-0.18
Tmem202	-0.18
RGD1562378	-0.18
Fam69b	-0.18
Tmem255b	-0.18
Zfp618	-0.18
AABR07029269.1	-0.18
Fhl2	-0.18
Lamc1	-0.18
AABR07072017.1	-0.18
Zfp3	-0.18
Polr2i	-0.18
RGD1310507	-0.18
AABR07014242.1	-0.18
Crtac1	-0.18
Htatip2	-0.18
Hpcal1	-0.18
Nckap5l	-0.18
Shf	-0.18
Mfsd12	-0.18
Hebp1	-0.18
Abhd18	-0.18
Hras	-0.18
AABR07010030.1	-0.18
Dram2	-0.18
Slc12a9	-0.18
Nelfcd	-0.18
Fads2	-0.18
Wdr61	-0.18
AABR07024833.1	-0.18
Adgrb2	-0.18
Tgfbrap1	-0.18
Dpysl4	-0.18
Bgn	-0.18
Tbc1d22b	-0.18
Tubb2b	-0.18
Gstm4	-0.18
Cxcr4	-0.18
P4ha2	-0.18
Chmp4bl1	-0.18
Vangl1	-0.18
Sirt7	-0.18
Mospd3	-0.18
Shh	-0.18
Rita1	-0.18
Dcaf13	-0.18
Lsm7	-0.18
Slc39a5	-0.18
LOC500331	-0.18
Ssr2	-0.18
Crabp2	-0.18
Nanos1	-0.18
Islr2	-0.18
RGD1561796	-0.18
Zfp526	-0.18
Gatad2a	-0.18
Mrpl55	-0.18
Nkx2-1	-0.18
Irgm	-0.18
Pld4	-0.18
Fgd3	-0.18
Atp13a1	-0.18
RGD1306233	-0.18
Zfp541	-0.18
Mettl11b	-0.18
Zdhhc14	-0.18
LOC100911486	-0.18
Spns2	-0.18
Zc3h8	-0.18
Brsk2	-0.18
Plau	-0.18
Il18r1	-0.18
Klhl30	-0.18
LOC102547954	-0.18
AC109660.1	-0.18
RF00560	-0.18
RF00137	-0.18
AABR07050134.1	-0.18
Ndufa3	-0.18
Dpm2	-0.18
Lrrc47	-0.18
Etv3	-0.18
Agbl4	-0.18
AABR07012856.1	-0.18
AABR07072761.1	-0.18
AABR07052486.1	-0.18
Nfkb2	-0.18
Pam16	-0.18
Notch2	-0.18
Tmem101	-0.18
Eif2b2	-0.18
Noc4l	-0.18
Lyplal1	-0.18
Adamts7	-0.18
Ano4	-0.18
LOC100911545	-0.18
Sptbn2	-0.18
Xrcc1	-0.18
Fbln7	-0.18
Napepld	-0.18
Nsmf	-0.18
Jazf1	-0.18
Dlgap4	-0.18
Sox17	-0.18
Fam83d	-0.18
Gfod1	-0.18
Plxna4	-0.18
Lsamp	-0.18
Sts	-0.18
Ptprr	-0.18
Khk	-0.18
Stk40	-0.18
Ndufa7	-0.18
Col6a2	-0.18
Cyb5r3	-0.18
Eif2b3	-0.18
AABR07030563.1	-0.18
Hsd17b14	-0.18
Dynlt1	-0.18
Parp16	-0.18
Gabpb1l	-0.18
Hcfc2	-0.18
Zbtb16	-0.18
Ccdc17	-0.18
Slco2a1	-0.18
AC130162.1	-0.18
AABR07010717.1	-0.18
RGD1309808	-0.18
Pnpla1	-0.18
Phldb3	-0.18
C1ql1	-0.18
Glrx5	-0.19
Them4	-0.19
Dus3l	-0.19
Ercc1	-0.19
Ss18l2	-0.19
Vwa3a	-0.19
Ndufv1	-0.19
AABR07006049.2	-0.19
Prrt3	-0.19
Cd33	-0.19
Med10	-0.19
Crh	-0.19
Ptp4a3	-0.19
Cycs	-0.19
Ercc5	-0.19
Bop1	-0.19
Hs3st5	-0.19
Zdhhc16	-0.19
Sdcbp2	-0.19
Sp7	-0.19
Slc16a13	-0.19
Dnajb3	-0.19
AABR07044362.1	-0.19
Lnx2	-0.19
Zdhhc13	-0.19
LOC103694491	-0.19
Snrpc	-0.19
Cdc42ep4	-0.19
Pcdhgc3	-0.19
Apcdd1	-0.19
Rnf180	-0.19
AABR07050879.1	-0.19
Wnk3	-0.19
Ddx55	-0.19
RGD1562114	-0.19
Kcnd1	-0.19
Sipa1	-0.19
Mta3	-0.19
Pgm3	-0.19
AC105662.2	-0.19
Pcdhga4	-0.19
Sars	-0.19
Arhgap44	-0.19
Sdhaf3	-0.19
Tmem74b	-0.19
Apopt1	-0.19
Knop1	-0.19
Evc2	-0.19
Syt12	-0.19
Fam110d	-0.19
Cdc25a	-0.19
Minar1	-0.19
Sema5b	-0.19
Ndufa4l2	-0.19
LOC102555038	-0.19
Prkag2	-0.19
Hdhd3	-0.19
Antxr1	-0.19
Nfib	-0.19
Higd2a	-0.19
Morn3	-0.19
LOC100360647	-0.19
Wnt2	-0.19
Icam2	-0.19
Oard1	-0.19
Rundc1	-0.19
Fmnl3	-0.19
RF00478	-0.19
